Start Sample,End Sample,Payload length,Bit Rate,Modulation,Code Rate,MAC1,MAC2,MAC3,Packet Type
1001,6896,2000.0,216,64-QAM,3/4,BEAC09BEAC09,BEAC08BEAC08,BEAC07BEAC07,Beacon
