Start Sample,End Sample,Payload length,Bit Rate,Modulation,Code Rate,MAC1,MAC2,MAC3,Packet Type
1001,56416,2000.0,24,BPSK,1/2,BEAC09BEAC09,BEAC08BEAC08,BEAC07BEAC07,Beacon
